Lunar IPS (LIPS) Version 1.01
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
F6C954       C    No     0000C4BD-0000C4CD       11
F6CA53      1D    No     0000C4CE-0000C4EF       22
F6CA76       2    No     0000C4F0-0000C4F6        7
F6CA7E       2    No     0000C4F7-0000C4FD        7
F6CB70       E    No     0000C4FE-0000C510       13
F6CC06       1    No     0000C511-0000C516        6
F6CC47       1    No     0000C517-0000C51C        6
F6CC4F       1    No     0000C51D-0000C522        6
F6CC63       1    No     0000C523-0000C528        6
F6CC6B       1    No     0000C529-0000C52E        6
F6CC72       B    No     0000C52F-0000C53E       10
F6D582       E    No     0000C53F-0000C551       13
F6D597       1    No     0000C552-0000C557        6
F6D59F       1    No     0000C558-0000C55D        6
F6D680      15    No     0000C55E-0000C577       1A
F6D69C       1    No     0000C578-0000C57D        6
F6D6BE       1    No     0000C57E-0000C583        6
F6D7BB       2    No     0000C584-0000C58A        7
F6E516       A    No     0000C58B-0000C599        F
F6E603       2    No     0000C59A-0000C5A0        7
F6E60C       6    No     0000C5A1-0000C5AB        B
F6E618       3    No     0000C5AC-0000C5B3        8
F6E6F7       1    No     0000C5B4-0000C5B9        6
F6EA9E       2    No     0000C5BA-0000C5C0        7
F6EB91      1F    No     0000C5C1-0000C5E4       24
F6F0EC       4    No     0000C5E5-0000C5ED        9
F6F1E6       A    No     0000C5EE-0000C5FC        F
F6F2E0       C    No     0000C5FD-0000C60D       11
F6F687       1    No     0000C60E-0000C613        6
F6F68F       1    No     0000C614-0000C619        6
F6F780       1    No     0000C61A-0000C61F        6
F6F788       2    No     0000C620-0000C626        7
F6F790       2    No     0000C627-0000C62D        7
F6F799       2    No     0000C62E-0000C634        7
F7DC00     180    No     0000C635-0000C7B9      185
F7E000      2A    No     0000C7BA-0000C7E8       2F
F7E100      42    No     0000C7E9-0000C82F       47
F7E200       B    No     0000C830-0000C83F       10
F7E600       9    No     0000C840-0000C84D        E
F7EA00    FFFF    No     0000C84E-0001C851    10004
F8E9FF    3923    No     0001C852-00020179     3928
FE4000      4C    No     0002017A-000201CA       51
FE4800     1B2    No     000201CB-00020381      1B7
FE4B00      51    No     00020382-000203D7       56
FE5000      55    No     000203D8-00020431       5A
FE6000       A    No     00020432-00020440        F
FE600A      12    Yes    00020441-00020448        8
FE601C      39    No     00020449-00020486       3E
FE7000      31    No     00020487-000204BC       36
FE7100      1B    No     000204BD-000204DC       20
FE7140      14    No     000204DD-000204F5       19
FE7200      2F    No     000204F6-00020529       34
FE7400      22    No     0002052A-00020550       27
FE7560      21    No     00020551-00020576       26
FE7800      3A    No     00020577-000205B5       3F
FE78A0      31    No     000205B6-000205EB       36
FE7900       A    No     000205EC-000205FA        F
FE7A00     124    No     000205FB-00020723      129
FE7B24      1A    Yes    00020724-0002072B        8
FE7B3E       5    No     0002072C-00020735        A
FE7B43      14    Yes    00020736-0002073D        8
FE7B57       B    No     0002073E-0002074D       10
FE7B62      14    Yes    0002074E-00020755        8
FE7B76      12    No     00020756-0002076C       17
FE7C00       F    No     0002076D-00020780       14
FE7C30      10    No     00020781-00020795       15
FE7C60      12    No     00020796-000207AC       17
FE7C90      18    No     000207AD-000207C9       1D
FE7CC0      17    No     000207CA-000207E5       1C
FE7CE0       D    No     000207E6-000207F7       12
FE8000      67    No     000207F8-00020863       6C
FE80C0      7A    No     00020864-000208E2       7F
FE8200    2000    No     000208E3-000228E7     2005
FEA400     305    No     000228E8-00022BF1      30A
FEA705       E    Yes    00022BF2-00022BF9        8
FEA713       5    No     00022BFA-00022C03        A
FEA718      10    Yes    00022C04-00022C0B        8
FEA728       4    No     00022C0C-00022C14        9
FEA72C      10    Yes    00022C15-00022C1C        8
FEA73C       2    No     00022C1D-00022C23        7
FEA73E      18    Yes    00022C24-00022C2B        8
FEA756      1E    No     00022C2C-00022C4E       23
FEA774       E    Yes    00022C4F-00022C56        8
FEA782      11    No     00022C57-00022C6C       16
FEA793      14    Yes    00022C6D-00022C74        8
FEA7A7     1B5    No     00022C75-00022E2E      1BA
FEA95C      16    Yes    00022E2F-00022E36        8
FEA972     20F    No     00022E37-0002304A      214
FEAB81       E    Yes    0002304B-00023052        8
FEAB8F     245    No     00023053-0002329C      24A
FEADD4      10    Yes    0002329D-000232A4        8
FEADE4     400    No     000232A5-000236A9      405
FEB1E4       E    Yes    000236AA-000236B1        8
FEB1F2       5    No     000236B2-000236BB        A
FEB1F7       F    Yes    000236BC-000236C3        8
FEB206       3    No     000236C4-000236CB        8
FEB209      11    Yes    000236CC-000236D3        8
FEB21A       2    No     000236D4-000236DA        7
FEB21C      12    Yes    000236DB-000236E2        8
FEB22E       1    No     000236E3-000236E8        6
FEB22F      12    Yes    000236E9-000236F0        8
FEB241       2    No     000236F1-000236F7        7
FEB243      12    Yes    000236F8-000236FF        8
FEB255       1    No     00023700-00023705        6
FEB256      27    Yes    00023706-0002370D        8
FEB27D      79    No     0002370E-0002378B       7E
FEB2F6      13    Yes    0002378C-00023793        8
FEB309       1    No     00023794-00023799        6
FEB30A      13    Yes    0002379A-000237A1        8
FEB31D       1    No     000237A2-000237A7        6
FEB31E      13    Yes    000237A8-000237AF        8
FEB331       1    No     000237B0-000237B5        6
FEB332      13    Yes    000237B6-000237BD        8
FEB345       1    No     000237BE-000237C3        6
FEB346      13    Yes    000237C4-000237CB        8
FEB359      77    No     000237CC-00023847       7C
FEB3D0       E    Yes    00023848-0002384F        8
FEB3DE       6    No     00023850-0002385A        B
FEB3E4       E    Yes    0002385B-00023862        8
FEB3F2       6    No     00023863-0002386D        B
FEB3F8       E    Yes    0002386E-00023875        8
FEB406       6    No     00023876-00023880        B
FEB40C       E    Yes    00023881-00023888        8
FEB41A       6    Yes    00023889-00023890        8
FEB420       E    Yes    00023891-00023898        8
FEB42E     CB7    No     00023899-00024554      CBC
FEC400     582    No     00024555-00024ADB      587
FED000      9C    Yes    00024ADC-00024AE3        8
FED09C       1    No     00024AE4-00024AE9        6
FED09D      18    Yes    00024AEA-00024AF1        8
FED0B5       1    No     00024AF2-00024AF7        6
FED0B6     15B    Yes    00024AF8-00024AFF        8
FED211       F    No     00024B00-00024B13       14
FED220      16    Yes    00024B14-00024B1B        8
FED236       3    No     00024B1C-00024B23        8
FED239      D4    Yes    00024B24-00024B2B        8
FED30D       E    No     00024B2C-00024B3E       13
FED31B      31    Yes    00024B3F-00024B46        8
FED34C       2    No     00024B47-00024B4D        7
FED34E      6D    Yes    00024B4E-00024B55        8
FED3BB       D    No     00024B56-00024B67       12
FED3C8      14    Yes    00024B68-00024B6F        8
FED3DC       2    No     00024B70-00024B76        7
FED3DE     C22    Yes    00024B77-00024B7E        8
FFE000       1    No     00024B7F-00024B84        6
FFE001       F    Yes    00024B85-00024B8C        8
FFE010       2    No     00024B8D-00024B93        7
FFE012       E    Yes    00024B94-00024B9B        8
FFE020      12    No     00024B9C-00024BB2       17
FFE032       E    Yes    00024BB3-00024BBA        8
FFE040       2    No     00024BBB-00024BC1        7
FFE042       E    Yes    00024BC2-00024BC9        8
FFE050       2    No     00024BCA-00024BD0        7
FFE052       E    Yes    00024BD1-00024BD8        8
FFE060       2    No     00024BD9-00024BDF        7
FFE062       E    Yes    00024BE0-00024BE7        8
FFE070       2    No     00024BE8-00024BEE        7
FFE072       E    Yes    00024BEF-00024BF6        8
FFE080       2    No     00024BF7-00024BFD        7
FFE082       E    Yes    00024BFE-00024C05        8
FFE090       2    No     00024C06-00024C0C        7
FFE092       E    Yes    00024C0D-00024C14        8
FFE0A0       2    No     00024C15-00024C1B        7
FFE0A2       E    Yes    00024C1C-00024C23        8
FFE0B0       2    No     00024C24-00024C2A        7
FFE0B2       E    Yes    00024C2B-00024C32        8
FFE0C0       2    No     00024C33-00024C39        7
FFE0C2       E    Yes    00024C3A-00024C41        8
FFE0D0       2    No     00024C42-00024C48        7
FFE0D2       E    Yes    00024C49-00024C50        8
FFE0E0       2    No     00024C51-00024C57        7
FFE0E2       E    Yes    00024C58-00024C5F        8
FFE0F0       2    No     00024C60-00024C66        7
FFE0F2       E    Yes    00024C67-00024C6E        8
FFE100       2    No     00024C6F-00024C75        7
FFE102       E    Yes    00024C76-00024C7D        8
FFE110       2    No     00024C7E-00024C84        7
FFE112       E    Yes    00024C85-00024C8C        8
FFE120       2    No     00024C8D-00024C93        7
FFE122       E    Yes    00024C94-00024C9B        8
FFE130       2    No     00024C9C-00024CA2        7
FFE132       E    Yes    00024CA3-00024CAA        8
FFE140       2    No     00024CAB-00024CB1        7
FFE142       E    Yes    00024CB2-00024CB9        8
FFE150       2    No     00024CBA-00024CC0        7
FFE152       E    Yes    00024CC1-00024CC8        8
FFE160       2    No     00024CC9-00024CCF        7
FFE162       E    Yes    00024CD0-00024CD7        8
FFE170       2    No     00024CD8-00024CDE        7
FFE172       E    Yes    00024CDF-00024CE6        8
FFE180       2    No     00024CE7-00024CED        7
FFE182       E    Yes    00024CEE-00024CF5        8
FFE190       2    No     00024CF6-00024CFC        7
FFE192       E    Yes    00024CFD-00024D04        8
FFE1A0       2    No     00024D05-00024D0B        7
FFE1A2       E    Yes    00024D0C-00024D13        8
FFE1B0       2    No     00024D14-00024D1A        7
FFE1B2       E    Yes    00024D1B-00024D22        8
FFE1C0      22    No     00024D23-00024D49       27
FFE1E2       E    Yes    00024D4A-00024D51        8
FFE1F0       2    No     00024D52-00024D58        7
FFE1F2       E    Yes    00024D59-00024D60        8
FFE200       2    No     00024D61-00024D67        7
FFE202       E    Yes    00024D68-00024D6F        8
FFE210       2    No     00024D70-00024D76        7
FFE212       E    Yes    00024D77-00024D7E        8
FFE220       2    No     00024D7F-00024D85        7
FFE222       E    Yes    00024D86-00024D8D        8
FFE230       2    No     00024D8E-00024D94        7
FFE232       E    Yes    00024D95-00024D9C        8
FFE240       2    No     00024D9D-00024DA3        7
FFE242       E    Yes    00024DA4-00024DAB        8
FFE250       2    No     00024DAC-00024DB2        7
FFE252       E    Yes    00024DB3-00024DBA        8
FFE260       2    No     00024DBB-00024DC1        7
FFE262       E    Yes    00024DC2-00024DC9        8
FFE270      12    No     00024DCA-00024DE0       17
FFE282       E    Yes    00024DE1-00024DE8        8
FFE290       2    No     00024DE9-00024DEF        7
FFE292       E    Yes    00024DF0-00024DF7        8
FFE2A0       2    No     00024DF8-00024DFE        7
FFE2A2       E    Yes    00024DFF-00024E06        8
FFE2B0       2    No     00024E07-00024E0D        7
FFE2B2       E    Yes    00024E0E-00024E15        8
FFE2C0       2    No     00024E16-00024E1C        7
FFE2C2       E    Yes    00024E1D-00024E24        8
FFE2D0       2    No     00024E25-00024E2B        7
FFE2D2       E    Yes    00024E2C-00024E33        8
FFE2E0       2    No     00024E34-00024E3A        7
FFE2E2       E    Yes    00024E3B-00024E42        8
FFE2F0       2    No     00024E43-00024E49        7
FFE2F2       E    Yes    00024E4A-00024E51        8
FFE300       2    No     00024E52-00024E58        7
FFE302       E    Yes    00024E59-00024E60        8
FFE310      12    No     00024E61-00024E77       17
FFE322       E    Yes    00024E78-00024E7F        8
FFE330       2    No     00024E80-00024E86        7
FFE332       E    Yes    00024E87-00024E8E        8
FFE340       2    No     00024E8F-00024E95        7
FFE342       E    Yes    00024E96-00024E9D        8
FFE350       2    No     00024E9E-00024EA4        7
FFE352       E    Yes    00024EA5-00024EAC        8
FFE360       2    No     00024EAD-00024EB3        7
FFE362       E    Yes    00024EB4-00024EBB        8
FFE370      32    No     00024EBC-00024EF2       37
FFE3A2       E    Yes    00024EF3-00024EFA        8
FFE3B0       2    No     00024EFB-00024F01        7
FFE3B2       E    Yes    00024F02-00024F09        8
FFE3C0      22    No     00024F0A-00024F30       27
FFE3E2       E    Yes    00024F31-00024F38        8
FFE3F0       2    No     00024F39-00024F3F        7
FFE3F2       E    Yes    00024F40-00024F47        8
FFE400       2    No     00024F48-00024F4E        7
FFE402       E    Yes    00024F4F-00024F56        8
FFE410      82    No     00024F57-00024FDD       87
FFE492       E    Yes    00024FDE-00024FE5        8
FFE4A0       2    No     00024FE6-00024FEC        7
FFE4A2       E    Yes    00024FED-00024FF4        8
FFE4B0       2    No     00024FF5-00024FFB        7
FFE4B2       E    Yes    00024FFC-00025003        8
FFE4C0       2    No     00025004-0002500A        7
FFE4C2       E    Yes    0002500B-00025012        8
FFE4D0      12    No     00025013-00025029       17
FFE4E2       E    Yes    0002502A-00025031        8
FFE4F0       2    No     00025032-00025038        7
FFE4F2       E    Yes    00025039-00025040        8
FFE500       2    No     00025041-00025047        7
FFE502       E    Yes    00025048-0002504F        8
FFE510       2    No     00025050-00025056        7
FFE512       E    Yes    00025057-0002505E        8
FFE520       2    No     0002505F-00025065        7
FFE522       E    Yes    00025066-0002506D        8
FFE530       2    No     0002506E-00025074        7
FFE532       E    Yes    00025075-0002507C        8
FFE540       2    No     0002507D-00025083        7
FFE542       E    Yes    00025084-0002508B        8
FFE550      62    No     0002508C-000250F2       67
FFE5B2       E    Yes    000250F3-000250FA        8
FFE5C0       2    No     000250FB-00025101        7
FFE5C2       E    Yes    00025102-00025109        8
FFE5D0       2    No     0002510A-00025110        7
FFE5D2       E    Yes    00025111-00025118        8
FFE5E0       2    No     00025119-0002511F        7
FFE5E2       E    Yes    00025120-00025127        8
FFE5F0      22    No     00025128-0002514E       27
FFE612       E    Yes    0002514F-00025156        8
FFE620       2    No     00025157-0002515D        7
FFE622       E    Yes    0002515E-00025165        8
FFE630      12    No     00025166-0002517C       17
FFE642       E    Yes    0002517D-00025184        8
FFE650      32    No     00025185-000251BB       37
FFE682       E    Yes    000251BC-000251C3        8
FFE690       2    No     000251C4-000251CA        7
FFE692       E    Yes    000251CB-000251D2        8
FFE6A0      32    No     000251D3-00025209       37
FFE6D2       E    Yes    0002520A-00025211        8
FFE6E0      12    No     00025212-00025228       17
FFE6F2       E    Yes    00025229-00025230        8
FFE700       2    No     00025231-00025237        7
FFE702       E    Yes    00025238-0002523F        8
FFE710       2    No     00025240-00025246        7
FFE712       E    Yes    00025247-0002524E        8
FFE720       2    No     0002524F-00025255        7
FFE722       E    Yes    00025256-0002525D        8
FFE730       2    No     0002525E-00025264        7
FFE732       E    Yes    00025265-0002526C        8
FFE740       2    No     0002526D-00025273        7
FFE742       E    Yes    00025274-0002527B        8
FFE750       2    No     0002527C-00025282        7
FFE752       E    Yes    00025283-0002528A        8
FFE760       2    No     0002528B-00025291        7
FFE762       E    Yes    00025292-00025299        8
FFE770       2    No     0002529A-000252A0        7
FFE772       E    Yes    000252A1-000252A8        8
FFE780       2    No     000252A9-000252AF        7
FFE782       E    Yes    000252B0-000252B7        8
FFE790       2    No     000252B8-000252BE        7
FFE792       E    Yes    000252BF-000252C6        8
FFE7A0       2    No     000252C7-000252CD        7
FFE7A2       E    Yes    000252CE-000252D5        8
FFE7B0       2    No     000252D6-000252DC        7
FFE7B2       E    Yes    000252DD-000252E4        8
FFE7C0       2    No     000252E5-000252EB        7
FFE7C2       E    Yes    000252EC-000252F3        8
FFE7D0       2    No     000252F4-000252FA        7
FFE7D2       E    Yes    000252FB-00025302        8
FFE7E0       1    No     00025303-00025308        6
FFE7E1       F    Yes    00025309-00025310        8
------    ----    EOF    00025311-00025313        3

Total Patches: 609 (1545)
